Id,Name,Tier__c,CustomerPriority__c,SLA__c,Industry,Region__c,ContractStatus__c,ContractStartDate__c,ContractEndDate__c,AnnualContractValue__c,ProductLine__c,CreatedDate,BillingCountry,NumberOfEmployees,Website,AccountSource
001000000000000148,PacificSystems Industries,SMB,Low,Bronze,Retail,LATAM,Active,2025-08-02,2026-08-02,31023,Edge Connect,2021-11-03,AU,51547,www.pacificsystems.com,Outbound
001000000000000149,ApexVision Corp,Enterprise,High,Gold,Education,NA-East,Active,2026-09-20,2027-09-20,358464,Analytics Suite,2023-03-03,AU,55976,www.apexvision.com,Outbound
001000000000000150,NorthDigital Solutions,Enterprise,Medium,Silver,Healthcare,NA-West,Active,2025-12-24,2026-12-24,495180,Edge Connect,2022-01-24,US,8831,www.northdigital.com,Partner
001000000000000151,AuroraLink Group,Enterprise,Low,Silver,Media,APAC,Active,2026-12-12,2027-12-12,1179131,Analytics Suite,2025-05-20,SG,41446,www.auroralink.com,Inbound
001000000000000152,PioneerDigital Technologies,SMB,Medium,Gold,Energy,NA-West,Active,2025-10-27,2026-10-27,49058,Core Platform,2022-04-04,SG,44073,www.pioneerdigital.com,Outbound
001000000000000153,NorthLogic Partners,Enterprise,Medium,Silver,Public Sector,NA-West,Active,2025-07-23,2026-07-23,970794,Analytics Suite,2021-02-16,US,31948,www.northlogic.com,Event
001000000000000154,LarkMetric Industries,Enterprise,Medium,Bronze,Biotech,NA-West,Active,2026-03-27,2027-03-27,890946,Edge Connect,2020-10-01,IN,16359,www.larkmetric.com,Partner
001000000000000155,BrightLink Industries,SMB,High,Gold,Biotech,APAC,Active,2025-08-24,2026-08-24,20805,Edge Connect,2024-04-03,BR,30370,www.brightlink.com,Partner
001000000000000156,Consolidated Stream Co,Enterprise,Low,Silver,Energy,LATAM,Active,2025-10-07,2026-10-07,286036,AI Studio,2021-01-29,AU,24463,www.consolidated.com,Outbound
001000000000000157,MeridianData Systems,Enterprise,High,Bronze,Telecom,NA-West,Active,2026-06-11,2027-06-11,724878,Data Sync,2020-05-05,US,44143,www.meridiandata.com,Partner
001000000000000158,AuroraCompute Solutions,Enterprise,High,Gold,Healthcare,NA-West,Active,2026-06-26,2027-06-26,1123994,Analytics Suite,2022-05-05,IN,47554,www.auroracompute.com,Partner
001000000000000159,KeystoneWorks Global,Enterprise,Low,Gold,Healthcare,NA-East,Active,2025-12-25,2026-12-25,811467,Edge Connect,2019-10-22,JP,58846,www.keystoneworks.com,Inbound
001000000000000160,VertexNetworks Technologies,Enterprise,Medium,Bronze,Public Sector,NA-West,Active,2026-05-31,2027-05-31,1095722,Core Platform,2020-09-01,FR,48537,www.vertexnetworks.com,Inbound
001000000000000161,KeystoneLink Systems,Enterprise,Low,Silver,Media,APAC,Active,2025-08-12,2026-08-12,880111,Edge Connect,2021-03-24,BR,36310,www.keystonelink.com,Outbound
001000000000000162,ApexStream Co,Enterprise,Low,Gold,Financial Services,EMEA,Expired,2025-02-19,2026-02-19,717183,AI Studio,2022-12-21,DE,42381,www.apexstream.com,Event
001000000000000163,BeaconAnalytics Corp,Enterprise,Low,Gold,Logistics,LATAM,Expired,2024-11-03,2025-11-03,217539,Core Platform,2022-10-12,BR,29261,www.beaconanalytics.com,Partner
001000000000000164,AtlasNetworks Partners,Enterprise,High,Platinum,Retail,LATAM,Expired,2024-11-22,2025-11-22,500201,Data Sync,2023-02-15,IN,51050,www.atlasnetworks.com,Inbound
001000000000000165,DeltaStream Technologies,Enterprise,High,Silver,Retail,NA-West,Active,2026-05-20,2027-05-20,621483,Data Sync,2022-11-22,BR,35324,www.deltastream.com,Partner
001000000000000166,Pan-Atlantic Dynamics Group,SMB,Medium,Silver,Retail,NA-West,Active,2025-12-20,2026-12-20,53435,Edge Connect,2020-02-02,IN,51973,www.pan-atlantic.com,Event
001000000000000167,BeaconLoop LLC,SMB,Low,Silver,Technology,EMEA,Active,2026-07-27,2027-07-27,34403,Edge Connect,2024-09-11,JP,27,www.beaconloop.com,Outbound
001000000000000168,ApexVector Partners,Enterprise,Medium,Silver,Financial Services,APAC,Active,2025-11-29,2026-11-29,826812,AI Studio,2024-12-25,DE,36925,www.apexvector.com,Partner
001000000000000169,VertexLogic Corp,SMB,Medium,Platinum,Financial Services,APAC,Active,2025-11-11,2026-11-11,32744,Data Sync,2024-11-10,US,43496,www.vertexlogic.com,Partner
001000000000000170,CopperPulse Corp,Enterprise,High,Silver,Telecom,LATAM,Expired,2025-04-28,2026-04-28,636729,Core Platform,2019-08-12,BR,31820,www.copperpulse.com,Outbound
001000000000000171,VanguardMicro Corp,SMB,Medium,Gold,Public Sector,LATAM,Active,2025-09-12,2026-09-12,42428,Data Sync,2023-11-26,IN,6533,www.vanguardmicro.com,Event
001000000000000172,PacificPulse Corp,Enterprise,High,Silver,Manufacturing,LATAM,Active,2026-08-22,2027-08-22,912541,Edge Connect,2021-02-04,BR,19099,www.pacificpulse.com,Event
001000000000000173,CrownData Solutions,SMB,High,Gold,Public Sector,NA-West,Active,2025-08-13,2026-08-13,44929,Analytics Suite,2023-03-06,SG,59674,www.crowndata.com,Partner
001000000000000174,CopperNetworks Technologies,Enterprise,High,Silver,Education,LATAM,Expired,2024-10-23,2025-10-23,1141078,Data Sync,2021-09-08,DE,25174,www.coppernetworks.com,Outbound
001000000000000175,MapleTech Group,Enterprise,Medium,Bronze,Retail,EMEA,Active,2025-11-21,2026-11-21,931854,Edge Connect,2019-06-20,US,32265,www.mapletech.com,Event
001000000000000176,BeaconCore Industries,Enterprise,Low,Gold,Retail,APAC,Expired,2025-04-30,2026-04-30,627436,Edge Connect,2023-06-20,JP,53270,www.beaconcore.com,Outbound
001000000000000177,GraniteSignal Holdings,Enterprise,Low,Silver,Telecom,EMEA,Expired,2024-10-06,2025-10-06,706918,Analytics Suite,2020-08-29,JP,10862,www.granitesignal.com,Inbound
001000000000000178,Consolidated Metric Solutions,Enterprise,Low,Silver,Media,NA-West,Active,2025-09-17,2026-09-17,440997,Core Platform,2021-04-16,JP,55433,www.consolidated.com,Partner
001000000000000179,UnionGrid Holdings,Enterprise,Low,Silver,Energy,APAC,Active,2026-04-27,2027-04-27,261374,Core Platform,2024-04-15,DE,47134,www.uniongrid.com,Inbound
001000000000000180,DeltaCore LLC,Enterprise,High,Silver,Technology,APAC,Expired,2024-09-28,2025-09-28,704138,Data Sync,2022-02-09,UK,57153,www.deltacore.com,Inbound
001000000000000181,SterlingCloud Partners,SMB,High,Silver,Telecom,APAC,Active,2026-05-06,2027-05-06,53643,Edge Connect,2020-07-23,UK,37439,www.sterlingcloud.com,Inbound
001000000000000182,DeltaFabric Corp,Enterprise,Medium,Platinum,Public Sector,LATAM,Active,2026-06-18,2027-06-18,228292,Edge Connect,2020-10-02,US,50633,www.deltafabric.com,Event
001000000000000183,QuantumNetworks LLC,SMB,Medium,Platinum,Biotech,APAC,Expired,2025-02-18,2026-02-18,19522,Core Platform,2022-09-21,UK,3854,www.quantumnetworks.com,Event
001000000000000184,AtlasLogic Holdings,Enterprise,Medium,Platinum,Biotech,LATAM,Active,2025-07-24,2026-07-24,283088,AI Studio,2022-10-19,US,42773,www.atlaslogic.com,Inbound
001000000000000185,ApexSignal Solutions,Enterprise,Medium,Silver,Education,NA-West,Active,2026-10-10,2027-10-10,382282,Data Sync,2024-01-26,DE,17262,www.apexsignal.com,Outbound
001000000000000186,AtlasNexus LLC,SMB,Medium,Bronze,Technology,APAC,Active,2026-04-16,2027-04-16,38994,Edge Connect,2021-10-14,US,41072,www.atlasnexus.com,Outbound
001000000000000187,KeystoneNetworks Corp,SMB,Medium,Silver,Healthcare,NA-East,Expired,2025-04-21,2026-04-21,26261,Core Platform,2023-11-14,AU,25276,www.keystonenetworks.com,Partner
001000000000000188,MeridianNetworks Corp,Enterprise,Medium,Silver,Media,APAC,Active,2025-10-04,2026-10-04,970056,AI Studio,2024-02-01,AU,46740,www.meridiannetworks.com,Partner
001000000000000189,CopperSignal Industries,SMB,Medium,Gold,Energy,LATAM,Active,2026-06-19,2027-06-19,7095,Data Sync,2020-03-01,BR,19409,www.coppersignal.com,Inbound
001000000000000190,VertexNexus Solutions,SMB,Low,Platinum,Energy,NA-West,Active,2026-10-03,2027-10-03,11965,Analytics Suite,2020-04-30,SG,6328,www.vertexnexus.com,Partner
001000000000000191,Consolidated Stream Global,SMB,High,Bronze,Manufacturing,NA-East,Active,2025-07-21,2026-07-21,48849,Core Platform,2020-06-01,JP,577,www.consolidated.com,Inbound
001000000000000192,PacificVector Global,SMB,Low,Silver,Healthcare,APAC,Active,2025-11-11,2026-11-11,8333,Edge Connect,2024-09-03,AU,29521,www.pacificvector.com,Inbound
001000000000000193,CascadeLabs LLC,Enterprise,High,Silver,Telecom,NA-West,Expired,2024-12-04,2025-12-04,550003,Data Sync,2025-06-03,SG,576,www.cascadelabs.com,Event
001000000000000194,Pan-Atlantic Byte Systems,SMB,Medium,Gold,Financial Services,APAC,Expired,2024-09-23,2025-09-23,6307,Core Platform,2022-08-30,IN,2124,www.pan-atlantic.com,Inbound
001000000000000195,LarkStream Global,SMB,High,Gold,Biotech,NA-West,Active,2025-08-15,2026-08-15,37874,Data Sync,2023-04-07,JP,44337,www.larkstream.com,Partner
001000000000000196,BeaconByte Group,Enterprise,High,Bronze,Manufacturing,LATAM,Active,2026-01-01,2027-01-01,951800,Analytics Suite,2021-01-10,JP,13023,www.beaconbyte.com,Inbound
001000000000000197,QuantumLogic Industries,SMB,Low,Gold,Education,LATAM,Active,2025-07-22,2026-07-22,39088,Edge Connect,2019-08-15,DE,27985,www.quantumlogic.com,Outbound
001000000000000198,TitanNexus Partners,Enterprise,High,Silver,Financial Services,EMEA,Active,2025-08-16,2026-08-16,894241,Analytics Suite,2024-08-31,SG,218,www.titannexus.com,Outbound
001000000000000199,VertexSignal Corp,Enterprise,Low,Gold,Logistics,NA-West,Expired,2024-12-04,2025-12-04,846020,Analytics Suite,2020-09-24,SG,3046,www.vertexsignal.com,Outbound
001000000000000200,PioneerMicro Partners,Enterprise,Medium,Platinum,Logistics,LATAM,Active,2026-02-01,2027-02-01,610368,Edge Connect,2020-08-26,UK,56888,www.pioneermicro.com,Partner
001000000000000201,HarborLoop Technologies,SMB,Medium,Silver,Technology,NA-East,Active,2025-08-26,2026-08-26,58415,Core Platform,2022-09-03,US,38132,www.harborloop.com,Inbound
001000000000000202,HarborDynamics Group,Enterprise,Medium,Gold,Telecom,EMEA,Active,2025-11-28,2026-11-28,127754,Edge Connect,2023-09-22,SG,37323,www.harbordynamics.com,Inbound
001000000000000203,OrchardDigital Technologies,SMB,Low,Silver,Logistics,APAC,Expired,2024-12-21,2025-12-21,16514,AI Studio,2022-08-31,US,53283,www.orcharddigital.com,Inbound
001000000000000204,SableSignal Group,Enterprise,High,Bronze,Manufacturing,EMEA,Active,2025-08-13,2026-08-13,297828,Edge Connect,2020-12-10,BR,20526,www.sablesignal.com,Inbound
001000000000000205,PacificNetworks Corp,Enterprise,Medium,Silver,Technology,NA-East,Active,2025-07-24,2026-07-24,259711,Core Platform,2023-02-21,DE,55288,www.pacificnetworks.com,Event
001000000000000206,BlueByte Industries,Enterprise,High,Gold,Retail,NA-East,Active,2026-07-04,2027-07-04,261545,Analytics Suite,2022-10-06,SG,16303,www.bluebyte.com,Inbound
001000000000000207,BeaconLogic Holdings,Enterprise,Medium,Silver,Manufacturing,NA-West,Active,2026-08-23,2027-08-23,848416,Edge Connect,2021-10-16,UK,59209,www.beaconlogic.com,Inbound
001000000000000208,SummitCore Solutions,Enterprise,Medium,Silver,Manufacturing,NA-East,Active,2025-12-18,2026-12-18,474508,AI Studio,2024-08-01,JP,20507,www.summitcore.com,Event
001000000000000209,DeltaForge LLC,SMB,High,Platinum,Manufacturing,EMEA,Active,2025-10-14,2026-10-14,62119,AI Studio,2024-04-26,JP,23236,www.deltaforge.com,Partner
001000000000000210,VanguardFabric Partners,Enterprise,High,Bronze,Energy,APAC,Active,2025-09-16,2026-09-16,1017275,Core Platform,2024-03-31,FR,23470,www.vanguardfabric.com,Outbound
001000000000000211,CopperFabric Systems,Enterprise,High,Bronze,Telecom,EMEA,Active,2025-11-11,2026-11-11,810610,Core Platform,2021-11-11,DE,19456,www.copperfabric.com,Partner
001000000000000212,Meridian Sphere Solutions,SMB,Medium,Silver,Financial Services,NA-East,Expired,2025-01-26,2026-01-26,16649,Core Platform,2023-10-31,IN,23899,www.meridian.com,Outbound
001000000000000213,KeystoneSignal Technologies,SMB,Medium,Silver,Manufacturing,EMEA,Expired,2025-04-11,2026-04-11,45088,Data Sync,2019-08-14,IN,54444,www.keystonesignal.com,Partner
001000000000000214,HarborStream Technologies,SMB,Medium,Silver,Financial Services,LATAM,Active,2026-09-19,2027-09-19,59532,Data Sync,2022-07-01,FR,31876,www.harborstream.com,Outbound
001000000000000215,QuantumWorks Corp,Enterprise,High,Bronze,Technology,LATAM,Active,2025-07-20,2026-07-20,119544,AI Studio,2023-04-28,JP,58000,www.quantumworks.com,Inbound
001000000000000216,DeltaMicro Solutions,Enterprise,High,Bronze,Manufacturing,APAC,Active,2026-09-15,2027-09-15,278797,AI Studio,2022-10-20,FR,16509,www.deltamicro.com,Partner
001000000000000217,AtlasNetworks Global,Enterprise,High,Silver,Education,NA-East,Active,2025-09-30,2026-09-30,325354,Analytics Suite,2020-12-09,DE,4321,www.atlasnetworks.com,Event
001000000000000218,CedarSystems Global,SMB,Low,Bronze,Media,NA-West,Active,2026-07-10,2027-07-10,5651,Edge Connect,2023-11-07,IN,48678,www.cedarsystems.com,Inbound
001000000000000219,PacificGrid Inc,Enterprise,Low,Silver,Technology,APAC,Active,2026-09-17,2027-09-17,1096530,Core Platform,2019-07-08,DE,55326,www.pacificgrid.com,Inbound
001000000000000220,OrchardLogic Corp,SMB,High,Silver,Energy,NA-West,Active,2026-02-04,2027-02-04,5265,Core Platform,2025-03-18,DE,11358,www.orchardlogic.com,Partner
001000000000000221,PacificStream Co,SMB,Medium,Gold,Media,NA-East,Active,2026-12-17,2027-12-17,12862,AI Studio,2025-02-03,SG,31181,www.pacificstream.com,Partner
001000000000000222,CedarGrid Group,Enterprise,Low,Silver,Retail,LATAM,Active,2025-10-02,2026-10-02,834298,Core Platform,2022-08-07,BR,55396,www.cedargrid.com,Partner
001000000000000223,CopperStream LLC,Enterprise,High,Bronze,Telecom,EMEA,Active,2025-12-31,2026-12-31,749344,AI Studio,2019-07-09,SG,33011,www.copperstream.com,Partner
001000000000000224,UnionNexus Corp,SMB,Medium,Platinum,Manufacturing,LATAM,Active,2026-10-09,2027-10-09,23935,Edge Connect,2021-12-13,JP,32036,www.unionnexus.com,Inbound
001000000000000225,LarkNetworks Corp,SMB,Medium,Silver,Energy,NA-West,Active,2026-08-07,2027-08-07,45995,AI Studio,2024-02-07,SG,22764,www.larknetworks.com,Inbound
001000000000000226,SilverNexus Systems,Enterprise,Medium,Bronze,Public Sector,LATAM,Active,2026-04-07,2027-04-07,624342,Data Sync,2022-05-03,JP,10329,www.silvernexus.com,Inbound
001000000000000227,OrchardWave Solutions,SMB,High,Gold,Healthcare,LATAM,Active,2026-07-19,2027-07-19,62023,Edge Connect,2023-09-17,BR,21775,www.orchardwave.com,Event
001000000000000228,SummitTech Group,Enterprise,Medium,Silver,Technology,NA-East,Active,2026-10-05,2027-10-05,136420,Analytics Suite,2021-12-10,IN,11642,www.summittech.com,Inbound
001000000000000229,CobaltDigital LLC,Enterprise,Medium,Gold,Technology,NA-East,Active,2026-10-31,2027-10-31,851800,Data Sync,2021-12-14,UK,30859,www.cobaltdigital.com,Event
001000000000000230,MeridianVision Corp,Enterprise,High,Gold,Financial Services,NA-East,Active,2026-11-29,2027-11-29,651578,Edge Connect,2020-11-05,BR,53821,www.meridianvision.com,Inbound
001000000000000231,RidgeByte Group,SMB,Medium,Gold,Technology,LATAM,Active,2025-08-27,2026-08-27,43244,Data Sync,2022-03-21,BR,34820,www.ridgebyte.com,Outbound
001000000000000232,NovaTech Inc,SMB,High,Gold,Telecom,EMEA,Active,2025-08-15,2026-08-15,27680,Edge Connect,2021-11-16,JP,3439,www.novatech.com,Event
001000000000000233,SilverLoop Holdings,Enterprise,High,Platinum,Financial Services,LATAM,Active,2025-08-27,2026-08-27,380931,AI Studio,2020-08-29,JP,31387,www.silverloop.com,Inbound
001000000000000234,EmeraldCloud Systems,Enterprise,High,Bronze,Telecom,NA-East,Active,2026-04-30,2027-04-30,762716,Edge Connect,2022-04-14,US,10718,www.emeraldcloud.com,Partner
001000000000000235,SableTech Inc,SMB,High,Gold,Biotech,EMEA,Expired,2025-01-23,2026-01-23,6816,Analytics Suite,2019-07-07,AU,58366,www.sabletech.com,Outbound
001000000000000236,CedarDynamics Partners,Enterprise,High,Gold,Media,NA-East,Active,2026-09-21,2027-09-21,335737,Core Platform,2021-08-29,US,31422,www.cedardynamics.com,Outbound
001000000000000237,SableLabs Industries,Enterprise,Medium,Bronze,Financial Services,LATAM,Active,2025-10-24,2026-10-24,175639,Data Sync,2024-05-24,FR,39376,www.sablelabs.com,Event
001000000000000238,GraniteAnalytics Solutions,Enterprise,High,Platinum,Healthcare,NA-East,Active,2025-08-31,2026-08-31,1144957,Core Platform,2020-02-20,BR,12280,www.graniteanalytics.com,Inbound
001000000000000239,AtlasSphere LLC,Enterprise,High,Gold,Energy,NA-West,Expired,2025-06-19,2026-06-19,649796,Core Platform,2020-05-06,AU,13170,www.atlassphere.com,Partner
001000000000000240,TitanSphere Global,Enterprise,High,Silver,Manufacturing,NA-West,Active,2026-02-27,2027-02-27,667156,Analytics Suite,2020-06-17,JP,45804,www.titansphere.com,Inbound
001000000000000241,BrightLoop Holdings,Enterprise,Low,Platinum,Technology,NA-East,Active,2026-03-22,2027-03-22,953545,Analytics Suite,2022-06-14,BR,52337,www.brightloop.com,Outbound
001000000000000242,QuantumMetric Solutions,SMB,Low,Gold,Energy,LATAM,Active,2026-08-22,2027-08-22,13037,Analytics Suite,2021-08-11,JP,25188,www.quantummetric.com,Outbound
001000000000000243,QuantumTech Technologies,SMB,Low,Bronze,Telecom,NA-East,Active,2025-07-17,2026-07-17,5331,AI Studio,2022-06-30,BR,53966,www.quantumtech.com,Outbound
001000000000000244,CobaltDigital Partners,SMB,Medium,Silver,Financial Services,LATAM,Active,2025-08-26,2026-08-26,31280,Edge Connect,2021-01-24,JP,8504,www.cobaltdigital.com,Event
001000000000000245,CobaltLoop Technologies,SMB,Medium,Gold,Biotech,NA-East,Active,2025-10-12,2026-10-12,38211,Edge Connect,2019-12-20,UK,2570,www.cobaltloop.com,Event
001000000000000246,SterlingLoop Corp,SMB,Medium,Platinum,Public Sector,NA-West,Active,2025-10-13,2026-10-13,69896,Core Platform,2020-03-05,UK,49696,www.sterlingloop.com,Inbound
001000000000000247,OnyxData Corp,SMB,Low,Gold,Telecom,LATAM,Active,2025-08-13,2026-08-13,41923,AI Studio,2022-07-30,UK,58783,www.onyxdata.com,Event
001000000000000248,Helios Soft Partners,Enterprise,Low,Platinum,Financial Services,LATAM,Active,2025-10-09,2026-10-09,832591,Edge Connect,2019-11-22,IN,22632,www.helios.com,Inbound
001000000000000249,IronSystems Inc,Enterprise,Low,Silver,Healthcare,NA-East,Expired,2025-06-02,2026-06-02,623614,AI Studio,2022-05-13,UK,20472,www.ironsystems.com,Outbound
001000000000000250,KeystoneWorks Corp,SMB,Medium,Silver,Financial Services,NA-East,Active,2026-06-10,2027-06-10,10438,Edge Connect,2023-02-21,BR,15521,www.keystoneworks.com,Outbound
001000000000000251,CobaltFabric Global,Enterprise,High,Gold,Logistics,APAC,Expired,2025-04-13,2026-04-13,1072124,Data Sync,2022-03-20,JP,43297,www.cobaltfabric.com,Event
001000000000000252,ApexFabric Holdings,SMB,Low,Silver,Energy,EMEA,Active,2025-09-14,2026-09-14,65863,Data Sync,2019-09-16,FR,54163,www.apexfabric.com,Event
001000000000000253,DeltaCloud Co,Enterprise,Medium,Gold,Education,LATAM,Active,2025-09-15,2026-09-15,1191259,AI Studio,2019-12-06,AU,2869,www.deltacloud.com,Partner
001000000000000254,NovaLink Global,SMB,Medium,Silver,Biotech,NA-East,Active,2025-08-12,2026-08-12,18530,Analytics Suite,2020-08-03,JP,9217,www.novalink.com,Event
001000000000000255,OnyxVision Corp,Enterprise,Medium,Platinum,Manufacturing,LATAM,Active,2025-09-29,2026-09-29,1103413,Core Platform,2022-03-26,FR,58473,www.onyxvision.com,Event
001000000000000256,SterlingWave Inc,SMB,High,Gold,Healthcare,LATAM,Expired,2025-01-14,2026-01-14,33547,Edge Connect,2023-03-26,UK,24339,www.sterlingwave.com,Event
001000000000000257,PacificLink Technologies,Enterprise,Low,Silver,Education,NA-West,Active,2026-04-06,2027-04-06,345680,AI Studio,2021-12-24,JP,25550,www.pacificlink.com,Outbound
001000000000000258,MapleVector Partners,Enterprise,High,Silver,Biotech,EMEA,Active,2025-12-27,2026-12-27,421750,Analytics Suite,2023-03-14,BR,27936,www.maplevector.com,Outbound
001000000000000259,SableStream Industries,Enterprise,High,Gold,Financial Services,EMEA,Active,2025-10-01,2026-10-01,145902,Data Sync,2021-07-15,DE,19901,www.sablestream.com,Event
